PUF_ID,PPEDUC,agecat,HEALTH,PPETHM,PPGENDER,PPMARIT,PPREG4,HOUSING,HOUSESAT,KIDS_1,KIDS_2,KIDS_3,KIDS_3,fpl,PPINCIMP,EMPLOY1_1,EMPLOY1_2,EMPLOY1_3,EMPLOY1_4,EMPLOY1_5,EMPLOY1_6,EMPLOY1_7,EMPLOY1_8,EMPLOY1_9,BENEFITS_1,BENEFITS_2,BENEFITS_3,BENEFITS_4,BENEFITS_5,MILITARY,HOUSERANGES,SHOCKS_1,SHOCKS_2,SHOCKS_3,SHOCKS_4,SHOCKS_5,SHOCKS_6,SHOCKS_7,SHOCKS_8,SHOCKS_9,SHOCKS_10,SHOCKS_11,SHOCKS_12,SWB_1,SWB_2,SWB_3,CHANGEABLE,LIVINGARRANGEMENT,EARNERS,SNAP,PAREDUC,DISTRESS,SELFCONTROL_1,SELFCONTROL_2,SELFCONTROL_3,OUTLOOK_1,OUTLOOK_2,INTERCONNECTIONS_1,INTERCONNECTIONS_2,INTERCONNECTIONS_3,INTERCONNECTIONS_4,INTERCONNECTIONS_5,INTERCONNECTIONS_6,INTERCONNECTIONS_7,INTERCONNECTIONS_8,INTERCONNECTIONS_9,INTERCONNECTIONS_10,PPHHSIZE,PPT01,PPT25,PPT612,PPT1317,PPT18OV,FWBscore,FWBscore_wt
11258,4,6,3,3,2,1,1,1,3,0,0,0,0,3,9,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,99,0,0,0,1,1,0,0,0,0,0,0,0,6,6,6,5,2,2,0,1,3,1,3,3,3,3,0,1,1,0,0,0,1,0,0,0,4,0,0,0,0,4,62,63.037914376679964
8028,5,5,4,1,1,1,3,1,4,0,0,0,0,3,9,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,6,5,2,2,2,0,5,2,2,3,3,5,4,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,2,66,61.313507049434904
12034,5,6,5,1,1,1,3,1,4,0,0,0,0,3,8,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,5,2,2,0,5,2,2,3,3,3,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,63,26.991949733718858
9000,5,4,4,1,2,1,1,1,4,0,0,0,0,3,9,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,7,6,7,2,2,2,0,5,4,2,2,4,3,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,78,100.3399991252607
9738,2,4,3,3,2,1,4,2,4,0,0,0,0,3,7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,4,5,1,0,2,3,3,2,2,3,3,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,4,53,113.78506934036692
9969,4,4,2,1,1,1,3,1,4,0,1,1,1,3,8,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,6,0,0,0,1,0,0,0,0,1,1,0,0,4,4,6,5,2,2,0,4,5,2,3,4,5,5,0,1,0,0,0,0,0,1,0,0,5,0,0,1,1,3,52,37.52515190759686
12035,4,3,4,2,2,4,2,2,3,0,0,0,0,3,7,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,3,7,7,5,1,1,0,3,4,1,3,3,5,4,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,2,44,65.10298998482708
9505,4,5,3,2,1,4,1,2,3,0,0,0,0,3,8,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,7,6,7,2,1,1,0,4,3,2,3,4,3,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,68,29.26320598634408
11531,2,4,3,1,1,4,1,3,3,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,3,2,1,2,4,3,2,2,5,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,52,55.61924467434088
9506,5,6,4,1,2,1,3,1,3,0,0,0,0,3,9,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,5,2,2,0,2,3,1,3,4,5,3,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,82,51.79309927241069
13246,2,8,4,1,1,1,4,1,4,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,6,6,5,5,2,2,0,1,4,3,2,3,1,1,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,2,35,20.971448027693206
11951,4,3,4,4,2,1,1,1,3,2,0,0,0,3,9,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,4,4,6,4,2,1,0,1,4,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,2,57,138.16125184703836
11126,2,8,4,1,1,1,3,1,4,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,6,5,4,2,2,0,2,1,2,3,3,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,79,60.52934880926584
12369,4,4,5,1,2,3,2,1,4,0,0,0,0,3,8,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,6,7,6,5,1,1,0,4,3,2,3,3,4,3,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,60,77.87403153591241
14146,2,2,3,2,2,5,3,1,3,1,2,0,0,1,2,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,6,6,7,4,1,2,1,5,5,3,4,4,2,2,1,0,0,0,0,0,1,1,1,0,4,0,1,1,0,2,32,32.24743551109632
11386,3,5,3,1,2,1,3,1,4,0,0,0,0,3,4,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,99,0,0,0,0,0,0,0,0,0,0,0,1,7,6,7,4,2,1,0,3,3,3,2,2,4,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,48,67.97950226155152
9507,4,6,3,1,1,1,1,1,4,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,6,2,2,0,2,1,1,3,3,3,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,58,38.277039387722745
10800,1,7,2,1,1,1,4,1,3,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,5,3,5,2,2,0,1,3,1,2,2,3,3,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,2,43,83.04397917066763
11952,2,7,3,1,2,1,2,1,3,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,5,6,7,2,2,0,2,5,1,4,4,1,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,70,46.074953797484426
12717,3,7,2,1,2,3,4,1,4,0,0,0,0,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,6,4,4,3,4,2,0,3,2,2,2,2,4,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,3,51,23.276555096568128
12242,5,7,5,1,1,1,3,1,4,0,0,0,0,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,1,6,4,2,2,0,5,1,1,2,3,5,4,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,2,63,22.27461665745494
10198,3,3,4,1,2,1,3,1,3,0,0,0,0,3,4,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,2,2,2,0,3,3,2,3,4,3,5,1,1,0,1,1,0,1,0,0,0,2,0,0,0,0,2,33,42.68252106604596
10602,2,6,3,1,1,1,2,1,4,0,0,0,0,3,7,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,5,5,2,2,2,0,2,4,2,2,3,4,4,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,53,40.1319675633033
13285,2,2,3,1,2,1,4,2,3,0,2,0,0,2,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,4,5,5,5,2,1,0,2,4,3,2,3,4,3,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,2,45,47.67952924538145
10603,3,3,3,1,1,1,4,1,3,0,0,0,0,3,7,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,2,2,2,0,3,4,2,3,3,4,4,1,0,0,0,1,0,1,1,0,0,2,0,0,0,0,2,57,41.32450048261282
11860,5,7,4,3,2,1,2,1,4,0,0,0,0,3,9,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,7,0,0,0,1,0,0,0,0,0,0,1,0,2,2,3,3,2,2,0,5,3,1,4,3,1,3,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,2,69,45.76271025927059
9970,5,6,4,4,1,1,1,1,3,0,0,0,0,3,7,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,6,6,4,6,2,2,0,1,3,3,4,4,4,4,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,2,56,18.90210297195091
11532,4,8,3,2,2,3,3,1,4,0,0,0,0,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,2,2,2,0,4,2,2,3,3,1,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,3,55,35.98708771405484
7148,4,3,5,4,1,1,1,1,3,0,0,0,0,3,9,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,99,1,0,0,0,0,0,0,0,0,0,0,0,5,5,7,3,2,2,8,4,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0,4,0,1,1,0,2,49,28.090589027379178
10199,2,2,4,1,2,1,2,1,3,1,1,0,0,2,4,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,4,2,2,0,2,4,2,2,3,2,3,0,1,0,0,0,0,0,0,0,0,4,0,1,1,0,2,44,45.193159997056725
8370,2,4,3,1,2,1,3,1,3,0,0,0,0,3,8,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,4,6,6,6,2,2,0,2,2,2,3,3,4,4,1,1,1,0,1,0,0,0,0,0,3,0,0,0,0,3,51,73.23453755844336
7879,2,4,3,1,1,4,1,1,3,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,1,4,4,5,4,1,1,0,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,47,51.018031573053335
8557,5,4,4,1,1,3,2,2,2,0,0,0,0,3,9,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,4,5,6,3,1,1,0,5,4,2,2,4,3,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,50,33.791794328234495
12718,2,8,3,1,2,2,3,1,4,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,99,0,0,0,0,0,0,0,0,0,0,1,0,6,6,5,4,1,1,0,2,3,3,3,3,4,3,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,2,69,48.54997704841863
9001,2,4,3,1,2,1,2,1,3,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,6,3,5,2,3,0,2,4,1,3,3,2,2,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,4,44,35.0812497113463
11127,4,7,3,3,1,1,3,1,4,0,0,0,0,3,4,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,6,6,3,2,2,0,3,3,2,3,3,4,3,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,2,67,48.00410672250303
10604,4,2,3,1,1,4,2,2,2,0,0,0,0,3,7,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,5,6,7,3,1,1,0,5,3,2,3,3,4,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,60,46.91085236111376
8558,3,6,3,1,2,2,2,1,4,0,0,0,0,3,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,2,4,1,0,2,2,2,3,3,5,5,0,0,0,0,1,0,1,1,0,0,4,0,0,0,0,4,69,43.5787796381481
9971,5,8,3,1,1,1,2,1,4,0,0,0,0,3,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,7,5,5,6,2,2,0,5,2,2,3,4,2,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,59,14.309246217372227
9972,5,5,5,1,1,1,4,1,4,0,0,0,0,3,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,6,5,2,0,5,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,48,28.578743752451903
13753,4,4,4,3,1,1,3,1,3,1,0,1,1,3,8,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,5,6,4,7,2,2,0,4,4,2,4,3,4,4,0,0,0,0,0,0,0,0,0,1,4,0,1,0,1,2,45,56.755481288286596
10954,2,8,5,1,1,1,3,1,4,0,0,0,0,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,99,1,0,0,1,0,0,0,0,0,0,0,0,7,7,7,2,2,2,0,2,1,1,4,3,4,3,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,2,77,39.27141539857629
12943,4,7,4,1,1,1,3,1,3,0,0,0,0,3,8,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,6,6,4,4,2,2,0,4,3,2,3,3,3,3,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,2,62,40.10709516531673
9739,2,2,2,1,1,1,4,2,4,1,1,0,0,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,5,4,5,5,2,1,0,2,5,1,1,3,4,3,1,1,1,0,0,0,0,0,0,0,3,0,0,1,0,2,35,64.1081565037963
9740,3,5,3,4,1,1,3,1,4,0,0,0,0,3,8,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,99,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,4,2,2,0,3,3,2,2,3,3,3,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,4,63,45.23681595679123
12532,3,2,3,4,2,1,4,2,3,0,0,0,0,2,6,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,6,7,6,3,2,3,0,3,3,1,3,3,4,4,1,1,0,0,0,1,0,0,0,0,5,0,0,1,1,4,61,120.45788844503184
11259,5,6,3,1,1,1,2,1,3,0,0,0,0,3,7,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,4,3,4,5,2,2,0,5,4,2,3,3,3,2,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,55,17.723348249715187
9508,5,6,3,1,2,1,3,1,4,0,0,0,0,3,9,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,5,2,2,0,5,2,2,1,2,5,4,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,2,63,39.792259197096016
9741,4,2,3,1,2,1,4,2,2,0,0,0,0,3,6,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,7,0,0,0,1,1,0,0,0,0,0,0,0,5,4,5,2,2,2,0,5,4,2,3,3,2,3,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0,2,36,31.546492823196434
13108,2,8,3,1,2,1,4,2,4,0,0,0,0,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,1,7,6,2,6,2,1,0,2,2,2,3,3,3,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,69,27.895443333284238
13788,2,3,3,1,2,1,3,1,4,0,0,1,1,3,6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,99,0,1,0,0,1,0,0,0,0,0,0,0,3,7,7,7,2,2,0,2,5,3,2,3,3,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,2,29,34.62187121778811
9742,4,5,5,1,1,3,2,2,3,0,0,0,0,3,5,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,4,0,0,0,1,0,0,0,0,0,0,1,0,7,7,7,2,2,1,0,4,2,3,2,2,5,5,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,38,29.498546264574564
9003,5,3,3,1,1,1,2,1,4,1,2,0,0,3,9,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,2,2,2,0,5,5,2,4,4,5,5,0,0,0,0,0,0,0,0,0,1,5,0,1,1,0,2,69,43.527033110248176
12182,5,4,4,1,2,1,3,1,2,0,0,0,0,3,7,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,5,3,4,3,2,2,0,5,4,2,3,3,4,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,34,36.281678251389266
11128,2,7,3,1,1,1,1,1,4,0,0,0,0,3,8,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,7,2,2,0,2,2,1,3,4,4,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,82,83.9844224213174
12243,4,4,4,1,1,1,2,1,4,0,0,0,0,3,9,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,1,2,2,0,2,2,1,3,3,5,5,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,66,59.03434584037089
12977,2,8,2,1,1,2,4,1,4,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,6,6,7,6,2,1,0,1,3,3,3,3,4,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,3,58,47.068133873804996
11953,4,4,4,1,1,1,4,1,4,0,1,0,0,3,9,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,1,6,6,7,4,2,2,0,2,3,1,2,3,4,3,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,2,57,51.289872978787315
14123,4,5,4,1,2,5,4,1,3,0,0,0,0,3,9,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,3,2,2,0,4,4,1,3,3,4,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,68,103.91580685552168
11129,2,4,3,1,2,1,3,1,3,0,0,0,0,3,6,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,98,0,1,0,0,0,0,0,0,0,0,0,0,5,3,4,4,2,2,0,1,4,3,2,2,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,53,81.40702456424327
12719,4,4,4,1,1,4,2,2,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,1,1,1,0,5,3,2,3,2,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,55,22.43851822347927
12684,2,6,5,1,1,1,3,1,3,0,0,0,0,3,6,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,7,6,6,2,1,0,2,3,2,3,3,4,3,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,60,48.966414772742944
9509,3,5,3,4,2,3,3,2,3,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,3,3,6,7,1,1,0,3,4,3,1,3,2,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,37,71.82114420838252
11954,3,8,3,1,2,3,1,1,4,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,4,1,1,0,2,3,2,3,3,5,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,56,73.4331515982568
9004,3,4,4,1,1,1,1,2,4,0,0,0,0,3,8,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,98,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,5,2,2,0,2,2,1,3,3,4,4,1,1,1,0,1,0,1,1,0,0,2,0,0,0,0,2,55,38.542592842914935
7761,3,3,2,1,1,1,4,1,4,1,0,0,0,3,9,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,99,0,0,0,0,0,0,0,0,1,0,1,0,7,7,7,1,2,2,0,3,4,3,2,4,5,4,1,1,1,0,1,0,0,1,0,0,2,0,0,0,0,2,62,65.52193526446308
7880,3,2,3,4,1,4,1,2,3,0,1,0,0,3,8,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,4,5,4,5,4,1,0,3,4,3,3,3,4,4,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,2,48,97.37110646282927
13896,4,3,4,1,2,1,3,1,4,1,1,0,0,3,9,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,5,6,6,2,2,2,0,5,3,1,3,2,5,5,1,1,0,1,0,0,1,0,0,0,4,0,1,1,0,2,75,188.6863899509595
8371,3,3,3,1,2,1,1,2,3,0,0,0,0,3,8,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,6,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,3,2,2,0,2,1,1,3,3,4,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,58,79.64587568515803
9250,3,5,4,1,1,1,2,1,4,0,0,0,0,3,8,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,5,2,1,0,3,3,3,3,3,4,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,74,51.67428337085606
10955,5,6,4,1,1,1,4,1,3,0,0,0,0,3,9,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,1,0,6,6,6,2,2,1,0,3,3,2,3,3,3,4,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,64,28.609020275889858
11130,4,4,3,1,1,1,4,1,4,0,2,1,1,3,8,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,1,2,2,0,4,5,3,3,3,4,5,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,2,66,43.45171985336675
8029,5,2,4,3,1,5,4,1,3,0,0,0,0,3,8,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,6,7,4,2,3,0,5,3,3,3,3,3,4,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,3,44,33.831870064003525
12685,2,6,2,1,1,1,2,1,3,0,0,0,0,3,7,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,4,2,1,0,3,2,2,3,3,2,3,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,2,61,45.36620053466156
7426,2,2,3,1,1,4,3,3,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,1,0,0,0,1,0,4,4,4,4,3,1,8,2,3,3,2,3,3,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,49,60.29535665384399
9005,4,7,3,1,2,1,3,1,4,0,0,0,0,3,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,4,2,2,0,4,2,3,2,2,4,4,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,61,39.401621736582804
8559,2,6,4,1,2,4,4,1,4,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,4,4,3,6,1,1,0,1,3,1,3,3,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,39,25.244722996172122
8162,5,2,4,1,1,1,2,1,4,1,0,0,0,3,7,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,6,6,7,7,2,1,0,5,4,3,3,3,3,5,1,0,0,0,0,0,1,0,0,0,3,1,0,0,0,2,55,25.455078343269026
11533,2,8,2,1,2,1,2,1,4,0,0,0,0,3,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,6,5,4,6,2,2,0,2,4,2,3,3,2,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,63,35.60224972375184
11648,3,2,2,2,1,4,2,2,3,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,5,4,1,1,5,4,1,2,3,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,38,37.39798510614187
11260,3,2,4,1,1,5,3,1,4,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,1,1,0,1,0,0,0,0,0,6,6,7,2,2,2,1,5,4,4,2,2,2,1,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,2,31,29.95958606660582
8030,3,2,3,4,1,4,4,2,2,1,0,0,0,3,3,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,7,4,7,1,1,1,0,1,5,4,2,2,3,3,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,43,25.506189650140193
9974,3,6,4,1,2,3,3,1,3,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,5,1,1,0,3,5,2,2,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,28,16.71850512270406
